travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
4.266666666666667,318,AV,2,11,20,573,4.121944444444445,"0,0,0,0"
4.65,273,AV,2,16,9,481,4.121944444444445,"0,0,0,0"
6.083333333333333,13,AV,3,6,5,31,4.121944444444445,"0,0,0,0"
8.783333333333333,467,AV,2,7,66,873,4.121944444444445,"0,0,0,0"
5.716666666666667,202,AV,3,4,20,354,4.121944444444445,"0,0,0,0"
3.75,306,AV,0,11,20,546,4.121944444444445,"0,0,0,0"
8.25,291,AV,2,16,10,517,4.121944444444445,"0,0,0,0"
5.8,345,AV,2,7,10,667,4.121944444444445,"0,0,0,0"
4.233333333333333,14,AV,1,1,1,33,4.121944444444445,"0,0,0,0"
4.016666666666667,44,AV,1,4,3,93,4.121944444444445,"0,0,0,0"
3.35,337,AV,3,54,1,622,4.121944444444445,"0,0,0,0"
6.65,223,AV,2,11,3,384,4.121944444444445,"0,0,0,0"
3.55,72,AV,2,8,15,150,4.121944444444445,"0,0,0,0"
5.3,455,AV,0,4,3,859,4.121944444444445,"0,0,0,0"
5.266666666666667,242,AV,0,42,20,418,4.121944444444445,"0,0,0,0"
5.866666666666666,97,AV,2,4,3,191,4.121944444444445,"0,0,0,0"
4.883333333333334,27,AV,2,11,3,73,4.121944444444445,"0,0,0,0"
2.7333333333333334,139,AV,3,29,3,264,4.121944444444445,"0,0,0,0"
5.75,201,AV,2,11,3,353,4.121944444444445,"0,0,0,0"
4.116666666666666,174,AV,3,8,32,323,4.121944444444445,"0,0,0,0"
5.016666666666667,114,AV,1,4,3,226,4.121944444444445,"0,0,0,0"
6.6,245,AV,3,4,20,423,4.121944444444445,"0,0,0,0"
11.416666666666666,176,AV,3,0,16,324,4.121944444444445,"0,0,0,0"
5.866666666666666,182,AV,3,16,10,331,4.121944444444445,"0,0,0,0"
3.716666666666667,411,AV,3,7,9,780,4.121944444444445,"0,0,0,0"
8.066666666666666,475,AV,0,1,10,887,4.121944444444445,"0,0,0,0"
3.7333333333333334,207,AV,3,4,38,362,4.121944444444445,"0,0,0,0"
5.583333333333333,150,AV,0,11,3,283,4.121944444444445,"0,0,0,0"
5.066666666666666,409,AV,3,11,60,779,4.121944444444445,"0,0,0,0"
2.9166666666666665,451,AV,0,64,64,851,4.121944444444445,"0,0,0,0"
5.416666666666667,231,AV,0,11,3,399,4.121944444444445,"0,0,0,0"
6.216666666666667,136,AV,0,11,3,260,4.121944444444445,"0,0,0,0"
5.566666666666666,457,AV,0,17,5,861,4.121944444444445,"0,0,0,0"
5.6,45,AV,2,11,3,94,4.121944444444445,"0,0,0,0"
6.516666666666667,261,AV,2,11,2,453,4.121944444444445,"0,0,0,0"
3.1333333333333333,9,AV,3,5,2,25,4.121944444444445,"0,0,0,0"
3.6666666666666665,414,AV,3,7,4,782,4.121944444444445,"0,0,0,0"
4.583333333333333,301,AV,2,4,20,533,4.121944444444445,"0,0,0,0"
5.75,30,AV,2,4,3,77,4.121944444444445,"0,0,0,0"
4.516666666666667,195,AV,0,1,1,346,4.121944444444445,"0,0,0,0"
5.516666666666667,124,AV,3,7,10,236,4.121944444444445,"0,0,0,0"
3.55,365,AV,3,7,4,688,4.121944444444445,"0,0,0,0"
1.95,40,AV,3,0,3,88,4.121944444444445,"0,0,0,0"
4.6,437,AV,3,1,1,815,4.121944444444445,"0,0,0,0"
2.6,368,AV,1,47,2,693,4.121944444444445,"0,0,0,0"
4.1,23,AV,2,7,9,61,4.121944444444445,"0,0,0,0"
6.8,426,AV,2,8,16,798,4.121944444444445,"0,0,0,0"
3.566666666666667,18,AV,1,9,8,56,4.121944444444445,"0,0,0,0"
5.983333333333333,142,AV,3,4,3,267,4.121944444444445,"0,0,0,0"
5.633333333333334,115,AV,1,7,10,226,4.121944444444445,"0,0,0,0"
4.1,479,AV,1,8,0,894,4.121944444444445,"0,0,0,0"
5.666666666666667,11,AV,2,4,3,28,4.121944444444445,"0,0,0,0"
2.65,357,AV,3,0,3,680,4.121944444444445,"0,0,0,0"
5.6,90,AV,0,11,3,181,4.121944444444445,"0,0,0,0"
5.783333333333333,141,AV,2,11,3,267,4.121944444444445,"0,0,0,0"
4.516666666666667,76,AV,1,4,3,155,4.121944444444445,"0,0,0,0"
2.45,278,AV,2,46,3,487,4.121944444444445,"0,0,0,0"
2.95,388,AV,1,66,1,736,4.121944444444445,"0,0,0,0"
4.35,69,AV,0,8,9,142,4.121944444444445,"0,0,0,0"
5.2,330,AV,2,7,10,611,4.121944444444445,"0,0,0,0"
3.6333333333333333,130,AV,3,17,22,245,4.121944444444445,"0,0,0,0"
4.5,276,AV,3,16,44,483,4.121944444444445,"0,0,0,0"
5.866666666666666,410,AV,3,0,5,780,4.121944444444445,"0,0,0,0"
6.366666666666666,156,AV,1,8,9,292,4.121944444444445,"0,0,0,0"
4.75,450,AV,0,17,5,851,4.121944444444445,"0,0,0,0"
2.8666666666666667,221,AV,0,37,41,383,4.121944444444445,"0,0,0,0"
6.466666666666667,101,AV,3,25,10,197,4.121944444444445,"0,0,0,0"
5.416666666666667,361,AV,0,7,10,684,4.121944444444445,"0,0,0,0"
4.066666666666666,362,AV,1,59,10,686,4.121944444444445,"0,0,0,0"
6.5,444,AV,0,1,10,822,4.121944444444445,"0,0,0,0"
8.05,428,AV,2,0,5,802,4.121944444444445,"0,0,0,0"
0.8166666666666667,70,AV,0,13,14,149,4.121944444444445,"0,0,0,0"
3.1666666666666665,468,AV,0,21,39,874,4.121944444444445,"0,0,0,0"
2.716666666666667,492,AV,0,0,52,901,4.121944444444445,"0,0,0,0"
5.866666666666666,100,AV,2,11,3,195,4.121944444444445,"0,0,0,0"
8.15,191,AV,0,17,36,340,4.121944444444445,"0,0,0,0"
3.6666666666666665,66,AV,3,19,12,140,4.121944444444445,"0,0,0,0"
3.9833333333333334,350,AV,2,4,40,676,4.121944444444445,"0,0,0,0"
2.5,17,AV,2,8,7,55,4.121944444444445,"0,0,0,0"
5.616666666666666,194,AV,2,1,10,343,4.121944444444445,"0,0,0,0"
7.216666666666667,351,AV,0,8,10,676,4.121944444444445,"0,0,0,0"
5.35,413,AV,0,1,4,782,4.121944444444445,"0,0,0,0"
5.483333333333333,235,AV,1,4,20,403,4.121944444444445,"0,0,0,0"
4.7,249,AV,1,11,20,429,4.121944444444445,"0,0,0,0"
4.533333333333333,440,AV,1,1,1,817,4.121944444444445,"0,0,0,0"
4.2,125,AV,0,7,9,238,4.121944444444445,"0,0,0,0"
3.3833333333333333,50,AV,3,16,5,106,4.121944444444445,"0,0,0,0"
5.366666666666666,370,AV,2,7,10,694,4.121944444444445,"0,0,0,0"
5.233333333333333,429,AV,1,0,5,803,4.121944444444445,"0,0,0,0"
6.283333333333333,390,AV,0,4,5,741,4.121944444444445,"0,0,0,0"
4.366666666666666,157,AV,1,4,29,292,4.121944444444445,"0,0,0,0"
4.316666666666666,65,AV,0,7,9,139,4.121944444444445,"0,0,0,0"
6.6,436,AV,2,1,10,814,4.121944444444445,"0,0,0,0"
5.25,487,AV,0,0,5,898,4.121944444444445,"0,0,0,0"
3.0833333333333335,193,AV,0,11,4,342,4.121944444444445,"0,0,0,0"
8.266666666666667,431,AV,3,0,5,804,4.121944444444445,"0,0,0,0"
6.5,378,AV,1,7,10,711,4.121944444444445,"0,0,0,0"
7.583333333333333,80,AV,3,11,3,164,4.121944444444445,"0,0,0,0"
3.3833333333333333,355,AV,3,7,55,680,4.121944444444445,"0,0,0,0"
6.466666666666667,499,AV,0,0,2,907,4.121944444444445,"0,0,0,0"
6.083333333333333,29,AV,1,11,2,77,4.121944444444445,"0,0,0,0"
5.05,226,AV,1,11,3,389,4.121944444444445,"0,0,0,0"
4.433333333333334,336,AV,1,7,9,618,4.121944444444445,"0,0,0,0"
5.766666666666667,277,AV,0,16,10,484,4.121944444444445,"0,0,0,0"
4.683333333333334,423,AV,2,11,3,794,4.121944444444445,"0,0,0,0"
7.116666666666666,241,AV,0,4,2,414,4.121944444444445,"0,0,0,0"
4.15,48,AV,1,4,4,101,4.121944444444445,"0,0,0,0"
4.466666666666667,325,AV,0,17,5,600,4.121944444444445,"0,0,0,0"
4.15,419,AV,0,7,10,788,4.121944444444445,"0,0,0,0"
5.433333333333334,224,AV,0,11,3,386,4.121944444444445,"0,0,0,0"
2.55,6,AV,2,4,4,13,4.121944444444445,"0,0,0,0"
5.433333333333334,279,AV,0,1,1,491,4.121944444444445,"0,0,0,0"
5.25,319,AV,2,8,48,578,4.121944444444445,"0,0,0,0"
4.95,75,AV,0,13,4,154,4.121944444444445,"0,0,0,0"
4.883333333333334,287,AV,3,21,4,512,4.121944444444445,"0,0,0,0"
4.55,243,AV,3,11,3,419,4.121944444444445,"0,0,0,0"
5.316666666666666,421,AV,0,0,2,794,4.121944444444445,"0,0,0,0"
4.9,305,AV,3,17,5,541,4.121944444444445,"0,0,0,0"
3.716666666666667,476,AV,2,8,68,889,4.121944444444445,"0,0,0,0"
8.233333333333333,106,AV,3,17,3,204,4.121944444444445,"0,0,0,0"
6.266666666666667,292,AV,2,7,1,521,4.121944444444445,"0,0,0,0"
6.466666666666667,121,AV,0,4,3,233,4.121944444444445,"0,0,0,0"
6.65,496,AV,0,0,2,905,4.121944444444445,"0,0,0,0"
4.183333333333334,349,AV,0,7,10,675,4.121944444444445,"0,0,0,0"
4.183333333333334,443,AV,2,4,20,820,4.121944444444445,"0,0,0,0"
7.55,183,AV,3,17,3,332,4.121944444444445,"0,0,0,0"
5.383333333333334,416,AV,1,7,10,784,4.121944444444445,"0,0,0,0"
3.533333333333333,366,AV,1,7,9,691,4.121944444444445,"0,0,0,0"
6.966666666666667,326,AV,0,16,10,603,4.121944444444445,"0,0,0,0"
2.966666666666667,314,AV,3,0,3,563,4.121944444444445,"0,0,0,0"
5.516666666666667,296,AV,3,4,5,524,4.121944444444445,"0,0,0,0"
1.9333333333333333,403,AV,0,4,4,775,4.121944444444445,"0,0,0,0"
5.65,181,AV,3,8,9,330,4.121944444444445,"0,0,0,0"
5.216666666666667,219,AV,3,11,3,382,4.121944444444445,"0,0,0,0"
6.183333333333334,167,AV,2,32,9,306,4.121944444444445,"0,0,0,0"
5.233333333333333,60,AV,0,4,3,133,4.121944444444445,"0,0,0,0"
4.933333333333334,192,AV,2,11,3,340,4.121944444444445,"0,0,0,0"
2.5833333333333335,312,AV,1,52,20,555,4.121944444444445,"0,0,0,0"
1.5833333333333333,168,AV,0,33,9,307,4.121944444444445,"0,0,0,0"
5.666666666666667,324,AV,0,4,5,599,4.121944444444445,"0,0,0,0"
3.6,399,AV,3,7,9,770,4.121944444444445,"0,0,0,0"
8.1,435,AV,3,0,2,811,4.121944444444445,"0,0,0,0"
4.816666666666666,480,AV,2,1,1,894,4.121944444444445,"0,0,0,0"
6.333333333333333,265,AV,2,4,5,459,4.121944444444445,"0,0,0,0"
7.066666666666666,237,AV,2,4,5,412,4.121944444444445,"0,0,0,0"
4.016666666666667,21,AV,2,10,5,58,4.121944444444445,"0,0,0,0"
4.85,353,AV,1,7,9,678,4.121944444444445,"0,0,0,0"
3.6166666666666667,230,AV,1,4,4,398,4.121944444444445,"0,0,0,0"
3.933333333333333,129,AV,0,4,20,245,4.121944444444445,"0,0,0,0"
1.8166666666666667,348,AV,1,58,3,674,4.121944444444445,"0,0,0,0"
4.016666666666667,151,AV,1,11,3,285,4.121944444444445,"0,0,0,0"
5.25,256,AV,3,11,20,450,4.121944444444445,"0,0,0,0"
3.2,185,AV,1,16,12,335,4.121944444444445,"0,0,0,0"
5.183333333333334,250,AV,1,16,10,434,4.121944444444445,"0,0,0,0"
5.066666666666666,204,AV,0,4,20,356,4.121944444444445,"0,0,0,0"
2.8833333333333333,446,AV,1,0,62,824,4.121944444444445,"0,0,0,0"
5.766666666666667,200,AV,2,4,3,351,4.121944444444445,"0,0,0,0"
3.85,407,AV,1,0,3,778,4.121944444444445,"0,0,0,0"
